time,status,kp,ki,kd,setpoint,output,temperature,error,integral,derivative
52.133,3,2,0.0025,0.5,93,106,43.75,49.25,3017.25,1
52.421,3,2,0.0025,0.5,93,106,44,49,3041.69,1
52.757,3,2,0.0025,0.5,93,105,44,49,3053.94,0
53.06,3,2,0.0025,0.5,93,104,44.25,48.75,3066.13,-1
53.348,3,2,0.0025,0.5,93,103,44.75,48.25,3078.19,-2
53.635,3,2,0.0025,0.5,93,107,44,49,3090.44,3
53.923,3,2,0.0025,0.5,93,103,45,48,3114.5,-1
54.259,3,2,0.0025,0.5,93,103,45,48,3126.5,0
54.563,3,2,0.0025,0.5,93,103,45,48,3138.5,0
54.85,3,2,0.0025,0.5,93,100,45.75,47.25,3150.31,-3
55.137,3,2,0.0025,0.5,93,104,45.25,47.75,3162.25,2
55.426,3,2,0.0025,0.5,93,103,45.5,47.5,3185.94,1
55.762,3,2,0.0025,0.5,93,101,45.75,47.25,3197.75,-1
56.065,3,2,0.0025,0.5,93,101,46,47,3209.5,-1
56.353,3,2,0.0025,0.5,93,102,46,47,3221.25,0
56.641,3,2,0.0025,0.5,93,101,46.25,46.75,3232.94,-1
56.928,3,2,0.0025,0.5,93,100,46.5,46.5,3256.25,-1
57.264,3,2,0.0025,0.5,93,101,46.5,46.5,3267.88,0
57.567,3,2,0.0025,0.5,93,102,46.25,46.75,3279.56,1
57.855,3,2,0.0025,0.5,93,98,47,46,3291.06,-3
58.143,3,2,0.0025,0.5,93,101,46.75,46.25,3302.63,1
58.446,3,2,0.0025,0.5,93,98,47.5,45.5,3325.5,-2
58.798,3,2,0.0025,0.5,93,99,47.5,45.5,3336.88,0
59.086,3,2,0.0025,0.5,93,101,47,46,3348.38,2
59.373,3,2,0.0025,0.5,93,99,47.25,45.75,3359.81,-1
59.662,3,2,0.0025,0.5,93,98,47.75,45.25,3382.44,0
60.013,3,2,0.0025,0.5,93,99,47.5,45.5,3393.81,1
60.317,3,2,0.0025,0.5,93,98,47.75,45.25,3405.13,-1
60.604,3,2,0.0025,0.5,93,100,47.5,45.5,3416.5,1
60.892,3,2,0.0025,0.5,93,96,48.25,44.75,3427.69,-3
61.18,3,2,0.0025,0.5,93,98,48,45,3450.19,0
61.515,3,2,0.0025,0.5,93,95,48.75,44.25,3461.25,-3
61.82,3,2,0.0025,0.5,93,97,48.75,44.25,3472.31,0
62.123,3,2,0.0025,0.5,93,97,48.75,44.25,3483.38,0
62.41,3,2,0.0025,0.5,93,96,49,44,3494.38,-1
62.698,3,2,0.0025,0.5,93,96,49,44,3516.38,0
63.05,3,2,0.0025,0.5,93,95,49.25,43.75,3527.31,-1
63.339,3,2,0.0025,0.5,93,95,49.5,43.5,3538.19,-1
63.642,3,2,0.0025,0.5,93,95,49.5,43.5,3549.06,0
63.945,3,2,0.0025,0.5,93,95,49.75,43.25,3570.63,1
64.266,3,2,0.0025,0.5,93,94,50,43,3581.38,-1
64.569,3,2,0.0025,0.5,93,93,50.25,42.75,3592.06,-1
64.856,3,2,0.0025,0.5,93,95,50,43,3602.81,1
65.144,3,2,0.0025,0.5,93,94,50.25,42.75,3613.5,-1
65.431,3,2,0.0025,0.5,93,95,50.25,42.75,3634.81,1
65.768,3,2,0.0025,0.5,93,92,50.75,42.25,3645.38,-2
66.071,3,2,0.0025,0.5,93,93,50.75,42.25,3655.94,0
66.359,3,2,0.0025,0.5,93,92,51,42,3666.44,-1
66.646,3,2,0.0025,0.5,93,93,51,42,3676.94,0
66.935,3,2,0.0025,0.5,93,92,51.25,41.75,3697.81,0
67.27,3,2,0.0025,0.5,93,92,51.25,41.75,3708.25,0
67.573,3,2,0.0025,0.5,93,92,51.25,41.75,3718.69,0
67.861,3,2,0.0025,0.5,93,90,51.75,41.25,3729,-2
68.149,3,2,0.0025,0.5,93,91,51.75,41.25,3739.31,0
68.437,3,2,0.0025,0.5,93,90,52.25,40.75,3759.75,-1
68.772,3,2,0.0025,0.5,93,92,51.75,41.25,3770.06,2
69.076,3,2,0.0025,0.5,93,89,52.25,40.75,3780.25,-2
69.363,3,2,0.0025,0.5,93,89,52.5,40.5,3790.38,-1
69.652,3,2,0.0025,0.5,93,89,52.75,40.25,3800.44,-1
69.956,3,2,0.0025,0.5,93,89,52.75,40.25,3820.69,-2
70.306,3,2,0.0025,0.5,93,90,52.75,40.25,3830.75,0
70.594,3,2,0.0025,0.5,93,89,53,40,3840.75,-1
70.883,3,2,0.0025,0.5,93,88,53.25,39.75,3850.69,-1
71.186,3,2,0.0025,0.5,93,89,53.25,39.75,3870.56,0
71.539,3,2,0.0025,0.5,93,88,53.5,39.5,3880.44,-1
71.84,3,2,0.0025,0.5,93,88,53.5,39.5,3890.31,0
72.129,3,2,0.0025,0.5,93,87,53.75,39.25,3900.13,-1
72.432,3,2,0.0025,0.5,93,87,54,39,3919.69,-1
72.784,3,2,0.0025,0.5,93,86,54.25,38.75,3929.38,-1
73.087,3,2,0.0025,0.5,93,86,54.5,38.5,3939,-1
73.376,3,2,0.0025,0.5,93,87,54.25,38.75,3948.69,1
73.68,3,2,0.0025,0.5,93,85,54.75,38.25,3967.88,-1
74.031,3,2,0.0025,0.5,93,85,55,38,3977.38,-1
74.334,3,2,0.0025,0.5,93,85,55,38,3986.88,0
74.622,3,2,0.0025,0.5,93,86,54.75,38.25,3996.44,1
74.91,3,2,0.0025,0.5,93,83,55.5,37.5,4005.81,-3
75.214,3,2,0.0025,0.5,93,84,55.5,37.5,4024.63,-1
75.565,3,2,0.0025,0.5,93,85,55.5,37.5,4034,0
75.853,3,2,0.0025,0.5,93,83,56,37,4043.25,-2
76.141,3,2,0.0025,0.5,93,86,55.5,37.5,4052.63,2
76.428,3,2,0.0025,0.5,93,83,56,37,4061.88,-2
76.716,3,2,0.0025,0.5,93,82,56.5,36.5,4080.25,-2
77.068,3,2,0.0025,0.5,93,83,56.5,36.5,4089.38,0
77.372,3,2,0.0025,0.5,93,85,56,37,4098.63,2
77.659,3,2,0.0025,0.5,93,83,56.25,36.75,4107.81,-1
77.947,3,2,0.0025,0.5,93,82,56.75,36.25,4126,-1
